"GeneSymbol","GeneScore"
"ZFYVE16","-0.375305"
"ZFYVE26","0.382287"
"ZGPAT","0.33801"
"ZMPSTE24","-0.262779"
"ZMYM6","-0.346586"
"ZMYND15","-0.624438"
"ZNF101","0.221175"
"ZNF124","0.329167"
"ZNF142","0.289131"
"ZNF200","-0.253464"
"ZNF219","-0.296637"
"ZNF22","0.319092"
"ZNF25","-0.266167"
"ZNF277","0.483339"
"ZNF296","0.607436"
"ZNF317","-0.303071"
"ZNF350","0.306839"
"ZNF358","-0.371067"
"ZNF366","-0.53693"
"ZNF385A","-0.390026"
"ZNF407","-0.387605"
"ZNF410","0.244627"
"ZNF428","-0.4314"
"ZNF443","-0.173607"
"ZNF503","0.500422"
"ZNF532","0.217343"
"ZNF577","0.339898"
"ZNF581","0.263761"
"ZNF585A","-0.433176"
"ZNF622","0.266872"
"ZNF649","0.210431"
"ZNF652","-0.417498"
"ZNF668","0.274174"
"ZNF688","0.218616"
"ZNF697","-0.165888"
"ZNF746","0.353318"
"ZNF766","0.359044"
"ZNF777","0.232626"
"ZNF784","0.266387"
"ZNF79","0.225172"
"ZNFX1","0.287247"
"ZNHIT1","-0.283412"
"ZNRD1","0.327282"
"ZNRF2","-0.421354"
"ZSCAN2","-0.294386"
"ZSWIM1","0.256603"
"ZUFSP","0.217884"
"ZZEF1","-0.474928"
